,#EANF#,%,Cash / Call,Equity,Equity ,Qty,Qty ,Rating ,Sector,Unnamed: 0,Unnamed: 0.1,Unnamed: 4,Unnamed: 5,Value,"Value
 (Rs cr)",Value  (Rs cr),company_code,company_name
27,,1.71,,,Sanghi Ind,,"697,585.00",,Cement & Construction,27,,,,,5.19,,MBS1821,birla-sl-emer-leaders-sr-1-dp
28,,1.7,,,Torrent Pharma,,"36,489.00",,Pharmaceuticals,28,,,,,5.18,,MBS1821,birla-sl-emer-leaders-sr-1-dp
29,,1.66,,,ICRA,,"12,000.00",,Miscellaneous,29,,,,,5.04,,MBS1821,birla-sl-emer-leaders-sr-1-dp
30,,1.5,,,Aurobindo Pharm,,"75,000.00",,Pharmaceuticals,30,,,,,4.55,,MBS1821,birla-sl-emer-leaders-sr-1-dp
31,,1.42,,,Firstsource Sol,,"1,000,000.00",,Information Technology,31,,,,,4.33,,MBS1821,birla-sl-emer-leaders-sr-1-dp
32,,1.41,,,J Kumar Infra,,"150,000.00",,Cement & Construction,32,,,,,4.27,,MBS1821,birla-sl-emer-leaders-sr-1-dp
33,,1.38,,,Narayana Hruda,,"130,000.00",,Services,33,,,,,4.19,,MBS1821,birla-sl-emer-leaders-sr-1-dp
34,,1.35,,,Voltas,,"100,000.00",,Conglomerates,34,,,,,4.11,,MBS1821,birla-sl-emer-leaders-sr-1-dp
35,,1.34,,,Astra Microwave,,"318,300.00",,Telecommunication,35,,,,,4.06,,MBS1821,birla-sl-emer-leaders-sr-1-dp
36,,1.32,,,Jyothy Labs,,"100,000.00",,Consumer Non-durables,36,,,,,4.01,,MBS1821,birla-sl-emer-leaders-sr-1-dp
37,,1.28,,,HPL Electric & ,,"297,010.00",,Engineering & Capital Goods,37,,,,,3.9,,MBS1821,birla-sl-emer-leaders-sr-1-dp
38,,1.13,,,Hinduja Global,,"62,125.00",,Information Technology,38,,,,,3.44,,MBS1821,birla-sl-emer-leaders-sr-1-dp
39,,0.69,,,Tata Power,,"250,000.00",,Utilities,39,,,,,2.11,,MBS1821,birla-sl-emer-leaders-sr-1-dp
0,,4.82,,,Bharat Forge,,"128,000.00",,Manufacturing,0,,,,,14.65,,MBS1819,birla-sl-emer-leaders-sr-1-rp
1,,4.21,,,Dewan Housing,,"300,000.00",,Banking & Financial Services,1,,,,,12.8,,MBS1819,birla-sl-emer-leaders-sr-1-rp
2,,3.8,,,Grasim,,"100,000.00",,Conglomerates,2,,,,,11.55,,MBS1819,birla-sl-emer-leaders-sr-1-rp
3,,3.08,,,Bank of Baroda,,"500,000.00",,Banking & Financial Services,3,,,,,9.38,,MBS1819,birla-sl-emer-leaders-sr-1-rp
4,,3.04,,,Natco Pharma,,"100,000.00",,Pharmaceuticals,4,,,,,9.24,,MBS1819,birla-sl-emer-leaders-sr-1-rp
5,,2.98,,,City Union Bank,,"550,000.00",,Banking & Financial Services,5,,,,,9.06,,MBS1819,birla-sl-emer-leaders-sr-1-rp
6,,2.97,,,Guj State Petro,,"499,000.00",,Oil & Gas,6,,,,,9.03,,MBS1819,birla-sl-emer-leaders-sr-1-rp
7,,2.86,,,SBI,,"300,000.00",,Banking & Financial Services,7,,,,,8.69,,MBS1819,birla-sl-emer-leaders-sr-1-rp
8,,2.76,,,Tata Motors (D),,"300,000.00",,Automotive,8,,,,,8.4,,MBS1819,birla-sl-emer-leaders-sr-1-rp
9,,2.72,,,Heidelberg Cem,,"600,000.00",,Cement & Construction,9,,,,,8.26,,MBS1819,birla-sl-emer-leaders-sr-1-rp
10,,2.65,,,Exide Ind,,"350,000.00",,Automotive,10,,,,,8.04,,MBS1819,birla-sl-emer-leaders-sr-1-rp
11,,2.57,,,Johnson Control,,"43,500.00",,Consumer Durables,11,,,,,7.81,,MBS1819,birla-sl-emer-leaders-sr-1-rp
12,,2.54,,,HDFC Bank,,"50,000.00",,Banking & Financial Services,12,,,,,7.73,,MBS1819,birla-sl-emer-leaders-sr-1-rp
13,,2.53,,,CG Consumer,,"350,000.00",,Manufacturing,13,,,,,7.7,,MBS1819,birla-sl-emer-leaders-sr-1-rp
14,,2.48,,,Federal Bank,,"700,000.00",,Banking & Financial Services,14,,,,,7.53,,MBS1819,birla-sl-emer-leaders-sr-1-rp
15,,2.39,,,IOC,,"165,000.00",,Oil & Gas,15,,,,,7.26,,MBS1819,birla-sl-emer-leaders-sr-1-rp
16,,2.36,,,CG Power ,,"912,000.00",,Engineering & Capital Goods,16,,,,,7.17,,MBS1819,birla-sl-emer-leaders-sr-1-rp
17,,2.29,,,HPCL,,"130,000.00",,Oil & Gas,17,,,,,6.97,,MBS1819,birla-sl-emer-leaders-sr-1-rp
18,,2.2,,,MCX India,,"55,000.00",,Miscellaneous,18,,,,,6.69,,MBS1819,birla-sl-emer-leaders-sr-1-rp
19,,2.19,,,Rel Capital,,"100,000.00",,Banking & Financial Services,19,,,,,6.65,,MBS1819,birla-sl-emer-leaders-sr-1-rp
20,,2.14,,,IRB Infra,,"250,000.00",,Engineering & Capital Goods,20,,,,,6.52,,MBS1819,birla-sl-emer-leaders-sr-1-rp
21,,2.09,,,KEC Intl,,"290,000.00",,Engineering & Capital Goods,21,,,,,6.36,,MBS1819,birla-sl-emer-leaders-sr-1-rp
22,,2.07,,,Divis Labs,,"100,000.00",,Pharmaceuticals,22,,,,,6.28,,MBS1819,birla-sl-emer-leaders-sr-1-rp
23,,1.96,,,Orient Cement,,"350,000.00",,Cement & Construction,23,,,,,5.96,,MBS1819,birla-sl-emer-leaders-sr-1-rp
24,,1.83,,,IDFC,,"900,000.00",,Banking & Financial Services,24,,,,,5.55,,MBS1819,birla-sl-emer-leaders-sr-1-rp
25,,1.8,,,Cyient,,"100,000.00",,Information Technology,25,,,,,5.48,,MBS1819,birla-sl-emer-leaders-sr-1-rp
26,,1.79,,,Britannia,,"15,000.00",,Food & Beverages,26,,,,,5.44,,MBS1819,birla-sl-emer-leaders-sr-1-rp
27,,1.71,,,Sanghi Ind,,"697,585.00",,Cement & Construction,27,,,,,5.19,,MBS1819,birla-sl-emer-leaders-sr-1-rp
28,,1.7,,,Torrent Pharma,,"36,489.00",,Pharmaceuticals,28,,,,,5.18,,MBS1819,birla-sl-emer-leaders-sr-1-rp
29,,1.66,,,ICRA,,"12,000.00",,Miscellaneous,29,,,,,5.04,,MBS1819,birla-sl-emer-leaders-sr-1-rp
30,,1.5,,,Aurobindo Pharm,,"75,000.00",,Pharmaceuticals,30,,,,,4.55,,MBS1819,birla-sl-emer-leaders-sr-1-rp
31,,1.42,,,Firstsource Sol,,"1,000,000.00",,Information Technology,31,,,,,4.33,,MBS1819,birla-sl-emer-leaders-sr-1-rp
32,,1.41,,,J Kumar Infra,,"150,000.00",,Cement & Construction,32,,,,,4.27,,MBS1819,birla-sl-emer-leaders-sr-1-rp
33,,1.38,,,Narayana Hruda,,"130,000.00",,Services,33,,,,,4.19,,MBS1819,birla-sl-emer-leaders-sr-1-rp
34,,1.35,,,Voltas,,"100,000.00",,Conglomerates,34,,,,,4.11,,MBS1819,birla-sl-emer-leaders-sr-1-rp
35,,1.34,,,Astra Microwave,,"318,300.00",,Telecommunication,35,,,,,4.06,,MBS1819,birla-sl-emer-leaders-sr-1-rp
36,,1.32,,,Jyothy Labs,,"100,000.00",,Consumer Non-durables,36,,,,,4.01,,MBS1819,birla-sl-emer-leaders-sr-1-rp
37,,1.28,,,HPL Electric & ,,"297,010.00",,Engineering & Capital Goods,37,,,,,3.9,,MBS1819,birla-sl-emer-leaders-sr-1-rp
38,,1.13,,,Hinduja Global,,"62,125.00",,Information Technology,38,,,,,3.44,,MBS1819,birla-sl-emer-leaders-sr-1-rp
39,,0.69,,,Tata Power,,"250,000.00",,Utilities,39,,,,,2.11,,MBS1819,birla-sl-emer-leaders-sr-1-rp
0,,96.28,Clearing Corporation of India Ltd,,,,,-,,0,,,,228.54,,,MBS1867,birla-sl-emer-leaders-sr-2-dp
0,,96.28,Clearing Corporation of India Ltd,,,,,-,,0,,,,228.54,,,MBS1865,birla-sl-emer-leaders-sr-2-rp
0,,5.92,,,UPL,,"2,008.00",,Chemicals,0,,,,,0.17,,MBS1873,birla-sl-emer-leaders-sr-3-dp
1,,5.34,,,ICICI Bank,,"5,246.00",,Banking & Financial Services,1,,,,,0.15,,MBS1873,birla-sl-emer-leaders-sr-3-dp
2,,5.32,,,L&T Finance,,"10,551.00",,Banking & Financial Services,2,,,,,0.15,,MBS1873,birla-sl-emer-leaders-sr-3-dp
3,,5.22,,,IOC,,"3,865.00",,Oil & Gas,3,,,,,0.15,,MBS1873,birla-sl-emer-leaders-sr-3-dp
4,,4.53,,,HPCL,,"3,800.00",,Oil & Gas,4,,,,,0.13,,MBS1873,birla-sl-emer-leaders-sr-3-dp
5,,3.89,,,IGL,,"1,046.00",,Oil & Gas,5,,,,,0.11,,MBS1873,birla-sl-emer-leaders-sr-3-dp
6,,3.78,,,Chennai Petro,,"3,045.00",,Oil & Gas,6,,,,,0.11,,MBS1873,birla-sl-emer-leaders-sr-3-dp
7,,3.74,,,Atul,,440,,Chemicals,7,,,,,0.11,,MBS1873,birla-sl-emer-leaders-sr-3-dp
8,,3.05,,,Muthoot Finance,,"1,912.00",,Banking & Financial Services,8,,,,,0.09,,MBS1873,birla-sl-emer-leaders-sr-3-dp
9,,2.84,,,Blue Star,,"1,348.00",,Consumer Durables,9,,,,,0.08,,MBS1873,birla-sl-emer-leaders-sr-3-dp
10,,2.71,,,Repco Home,,937,,Banking & Financial Services,10,,,,,0.08,,MBS1873,birla-sl-emer-leaders-sr-3-dp
11,,2.6,,,DCB Bank,,"3,733.00",,Banking & Financial Services,11,,,,,0.07,,MBS1873,birla-sl-emer-leaders-sr-3-dp
12,,2.27,,,Thomas Cook,,"2,604.00",,Miscellaneous,12,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
13,,2.2,,,PNB,,"4,572.00",,Banking & Financial Services,13,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
14,,2.14,,,BPCL,,955,,Oil & Gas,14,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
15,,2.01,,,Shriram Trans,,573,,Banking & Financial Services,15,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
16,,2,,,Arvind,,"1,583.00",,Manufacturing,16,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
17,,1.98,,,India Cements,,"2,859.00",,Cement & Construction,17,,,,,0.06,,MBS1873,birla-sl-emer-leaders-sr-3-dp
18,,1.72,,,Pennar Eng,,"3,771.00",,Miscellaneous,18,,,,,0.05,,MBS1873,birla-sl-emer-leaders-sr-3-dp
19,,1.69,,,DLF,,"2,526.00",,Retail & Real Estate,19,,,,,0.05,,MBS1873,birla-sl-emer-leaders-sr-3-dp
20,,1.55,,,Shemaroo Ent,,"1,200.00",,Media & Entertainment,20,,,,,0.04,,MBS1873,birla-sl-emer-leaders-sr-3-dp
21,,1.28,,,Mahanagar Gas,,369,,Oil & Gas,21,,,,,0.04,,MBS1873,birla-sl-emer-leaders-sr-3-dp
22,,1.22,,,TeamLease Ser.,,259,,Miscellaneous,22,,,,,0.03,,MBS1873,birla-sl-emer-leaders-sr-3-dp
23,,1.12,,,GNFC,,"1,189.00",,Chemicals,23,,,,,0.03,,MBS1873,birla-sl-emer-leaders-sr-3-dp
24,,1.08,,,Rel Capital,,479,,Banking & Financial Services,24,,,,,0.03,,MBS1873,birla-sl-emer-leaders-sr-3-dp
25,,1.08,,,Heidelberg Cem,,"2,463.00",,Cement & Construction,25,,,,,0.03,,MBS1873,birla-sl-emer-leaders-sr-3-dp
26,,0.61,,,VIP Industries,,952,,Manufacturing,26,,,,,0.02,,MBS1873,birla-sl-emer-leaders-sr-3-dp
27,,0.33,,,Laurus Labs,,153,,Pharmaceuticals,27,,,,,0.01,,MBS1873,birla-sl-emer-leaders-sr-3-dp
28,,0.25,,,Satin Credit,,261,,Miscellaneous,28,,,,,0.01,,MBS1873,birla-sl-emer-leaders-sr-3-dp
29,,0.1,,,Deepak Nitrite,,177,,Chemicals,29,,,,,0,,MBS1873,birla-sl-emer-leaders-sr-3-dp
0,,5.92,,,UPL,,"210,447.00",,Chemicals,0,,,,,17.69,,MBS1871,birla-sl-emer-leaders-sr-3-rp
1,,5.34,,,ICICI Bank,,"549,922.00",,Banking & Financial Services,1,,,,,15.95,,MBS1871,birla-sl-emer-leaders-sr-3-rp
2,,5.32,,,L&T Finance,,"1,106,019.00",,Banking & Financial Services,2,,,,,15.89,,MBS1871,birla-sl-emer-leaders-sr-3-rp
3,,5.22,,,IOC,,"405,164.00",,Oil & Gas,3,,,,,15.59,,MBS1871,birla-sl-emer-leaders-sr-3-rp
4,,4.53,,,HPCL,,"398,369.00",,Oil & Gas,4,,,,,13.53,,MBS1871,birla-sl-emer-leaders-sr-3-rp
5,,3.89,,,IGL,,"109,625.00",,Oil & Gas,5,,,,,11.62,,MBS1871,birla-sl-emer-leaders-sr-3-rp
6,,3.78,,,Chennai Petro,,"319,139.00",,Oil & Gas,6,,,,,11.29,,MBS1871,birla-sl-emer-leaders-sr-3-rp
7,,3.74,,,Atul,,"46,071.00",,Chemicals,7,,,,,11.17,,MBS1871,birla-sl-emer-leaders-sr-3-rp
8,,3.05,,,Muthoot Finance,,"200,415.00",,Banking & Financial Services,8,,,,,9.11,,MBS1871,birla-sl-emer-leaders-sr-3-rp
9,,2.84,,,Blue Star,,"141,267.00",,Consumer Durables,9,,,,,8.48,,MBS1871,birla-sl-emer-leaders-sr-3-rp
10,,2.71,,,Repco Home,,"98,224.00",,Banking & Financial Services,10,,,,,8.1,,MBS1871,birla-sl-emer-leaders-sr-3-rp
11,,2.6,,,DCB Bank,,"391,310.00",,Banking & Financial Services,11,,,,,7.77,,MBS1871,birla-sl-emer-leaders-sr-3-rp
12,,2.27,,,Thomas Cook,,"272,957.00",,Miscellaneous,12,,,,,6.78,,MBS1871,birla-sl-emer-leaders-sr-3-rp
13,,2.2,,,PNB,,"479,220.00",,Banking & Financial Services,13,,,,,6.57,,MBS1871,birla-sl-emer-leaders-sr-3-rp
14,,2.14,,,BPCL,,"100,059.00",,Oil & Gas,14,,,,,6.39,,MBS1871,birla-sl-emer-leaders-sr-3-rp
15,,2.01,,,Shriram Trans,,"60,079.00",,Banking & Financial Services,15,,,,,6,,MBS1871,birla-sl-emer-leaders-sr-3-rp
16,,2,,,Arvind,,"165,926.00",,Manufacturing,16,,,,,5.98,,MBS1871,birla-sl-emer-leaders-sr-3-rp
17,,1.98,,,India Cements,,"299,734.00",,Cement & Construction,17,,,,,5.92,,MBS1871,birla-sl-emer-leaders-sr-3-rp
18,,1.72,,,Pennar Eng,,"395,269.00",,Miscellaneous,18,,,,,5.14,,MBS1871,birla-sl-emer-leaders-sr-3-rp
19,,1.69,,,DLF,,"264,755.00",,Retail & Real Estate,19,,,,,5.05,,MBS1871,birla-sl-emer-leaders-sr-3-rp
20,,1.55,,,Shemaroo Ent,,"125,747.00",,Media & Entertainment,20,,,,,4.63,,MBS1871,birla-sl-emer-leaders-sr-3-rp
21,,1.28,,,Mahanagar Gas,,"38,677.00",,Oil & Gas,21,,,,,3.82,,MBS1871,birla-sl-emer-leaders-sr-3-rp
22,,1.22,,,TeamLease Ser.,,"27,103.00",,Miscellaneous,22,,,,,3.64,,MBS1871,birla-sl-emer-leaders-sr-3-rp
23,,1.12,,,GNFC,,"124,595.00",,Chemicals,23,,,,,3.35,,MBS1871,birla-sl-emer-leaders-sr-3-rp
24,,1.08,,,Rel Capital,,"50,159.00",,Banking & Financial Services,24,,,,,3.23,,MBS1871,birla-sl-emer-leaders-sr-3-rp
25,,1.08,,,Heidelberg Cem,,"258,223.00",,Cement & Construction,25,,,,,3.23,,MBS1871,birla-sl-emer-leaders-sr-3-rp
26,,0.61,,,VIP Industries,,"99,774.00",,Manufacturing,26,,,,,1.82,,MBS1871,birla-sl-emer-leaders-sr-3-rp
27,,0.33,,,Laurus Labs,,"16,046.00",,Pharmaceuticals,27,,,,,0.99,,MBS1871,birla-sl-emer-leaders-sr-3-rp
28,,0.25,,,Satin Credit,,"27,348.00",,Miscellaneous,28,,,,,0.75,,MBS1871,birla-sl-emer-leaders-sr-3-rp
29,,0.1,,,Deepak Nitrite,,"18,550.00",,Chemicals,29,,,,,0.3,,MBS1871,birla-sl-emer-leaders-sr-3-rp
0,,6.82,,,HPCL,,"21,119.00",,Oil & Gas,0,,,,,0.72,,MBS1877,birla-sl-emer-leaders-sr-4-dp
1,,6.31,,,UPL,,"7,899.00",,Chemicals,1,,,,,0.66,,MBS1877,birla-sl-emer-leaders-sr-4-dp
2,,5.6,,,L&T Finance,,"40,997.00",,Banking & Financial Services,2,,,,,0.59,,MBS1877,birla-sl-emer-leaders-sr-4-dp
3,,5.12,,,IOC,,"13,994.00",,Oil & Gas,3,,,,,0.54,,MBS1877,birla-sl-emer-leaders-sr-4-dp
4,,4.91,,,ICICI Bank,,"17,805.00",,Banking & Financial Services,4,,,,,0.52,,MBS1877,birla-sl-emer-leaders-sr-4-dp
5,,4.15,,,Guj Flourochem,,"5,909.00",,Chemicals,5,,,,,0.44,,MBS1877,birla-sl-emer-leaders-sr-4-dp
6,,3.95,,,IGL,,"3,920.00",,Oil & Gas,6,,,,,0.42,,MBS1877,birla-sl-emer-leaders-sr-4-dp
7,,3.89,,,India Cements,,"20,736.00",,Cement & Construction,7,,,,,0.41,,MBS1877,birla-sl-emer-leaders-sr-4-dp
8,,3.88,,,Chennai Petro,,"11,535.00",,Oil & Gas,8,,,,,0.41,,MBS1877,birla-sl-emer-leaders-sr-4-dp
9,,3.85,,,Atul,,"1,670.00",,Chemicals,9,,,,,0.41,,MBS1877,birla-sl-emer-leaders-sr-4-dp
10,,3.24,,,KPR Mill,,"4,156.00",,Manufacturing,10,,,,,0.34,,MBS1877,birla-sl-emer-leaders-sr-4-dp
11,,3.17,,,Arvind,,"9,261.00",,Manufacturing,11,,,,,0.33,,MBS1877,birla-sl-emer-leaders-sr-4-dp
12,,2.91,,,Dalmia Bharat,,"1,241.00",,Cement & Construction,12,,,,,0.31,,MBS1877,birla-sl-emer-leaders-sr-4-dp
13,,2.8,,,Muthoot Finance,,"6,479.00",,Banking & Financial Services,13,,,,,0.29,,MBS1877,birla-sl-emer-leaders-sr-4-dp
14,,2.71,,,PNB,,"20,787.00",,Banking & Financial Services,14,,,,,0.29,,MBS1877,birla-sl-emer-leaders-sr-4-dp
15,,2.54,,,Repco Home,,"3,242.00",,Banking & Financial Services,15,,,,,0.27,,MBS1877,birla-sl-emer-leaders-sr-4-dp
16,,2.16,,,BPCL,,"3,556.00",,Oil & Gas,16,,,,,0.23,,MBS1877,birla-sl-emer-leaders-sr-4-dp
17,,2.15,,,Minda Corp,,"20,712.00",,Automotive,17,,,,,0.23,,MBS1877,birla-sl-emer-leaders-sr-4-dp
18,,2.14,,,Birla Corp,,"2,595.00",,Cement & Construction,18,,,,,0.23,,MBS1877,birla-sl-emer-leaders-sr-4-dp
19,,2.05,,,DCB Bank,,"10,864.00",,Banking & Financial Services,19,,,,,0.22,,MBS1877,birla-sl-emer-leaders-sr-4-dp
20,,1.97,,,Shriram Trans,,"2,073.00",,Banking & Financial Services,20,,,,,0.21,,MBS1877,birla-sl-emer-leaders-sr-4-dp
21,,1.82,,,Blue Star,,"3,188.00",,Consumer Durables,21,,,,,0.19,,MBS1877,birla-sl-emer-leaders-sr-4-dp
22,,1.78,,,Thomas Cook,,"7,537.00",,Miscellaneous,22,,,,,0.19,,MBS1877,birla-sl-emer-leaders-sr-4-dp
23,,1.76,,,DLF,,"9,709.00",,Retail & Real Estate,23,,,,,0.19,,MBS1877,birla-sl-emer-leaders-sr-4-dp
24,,1.74,,,Pennar Eng,,"14,081.00",,Miscellaneous,24,,,,,0.18,,MBS1877,birla-sl-emer-leaders-sr-4-dp
25,,1.7,,,IDFC,,"32,340.00",,Banking & Financial Services,25,,,,,0.18,,MBS1877,birla-sl-emer-leaders-sr-4-dp
26,,1.7,,,Mahanagar Gas,,"1,809.00",,Oil & Gas,26,,,,,0.18,,MBS1877,birla-sl-emer-leaders-sr-4-dp
27,,1.35,,,Shemaroo Ent,,"3,857.00",,Media & Entertainment,27,,,,,0.14,,MBS1877,birla-sl-emer-leaders-sr-4-dp
28,,1.29,,,Laurus Labs,,"2,209.00",,Pharmaceuticals,28,,,,,0.14,,MBS1877,birla-sl-emer-leaders-sr-4-dp
29,,1.12,,,Heidelberg Cem,,"9,430.00",,Cement & Construction,29,,,,,0.12,,MBS1877,birla-sl-emer-leaders-sr-4-dp
30,,1.11,,,Canara Bank,,"3,549.00",,Banking & Financial Services,30,,,,,0.12,,MBS1877,birla-sl-emer-leaders-sr-4-dp
31,,1.06,,,Ambuja Cements,,"4,536.00",,Cement & Construction,31,,,,,0.11,,MBS1877,birla-sl-emer-leaders-sr-4-dp
32,,1.04,,,TeamLease Ser.,,814,,Miscellaneous,32,,,,,0.11,,MBS1877,birla-sl-emer-leaders-sr-4-dp
33,,1.04,,,GNFC,,"4,074.00",,Chemicals,33,,,,,0.11,,MBS1877,birla-sl-emer-leaders-sr-4-dp
34,,0.84,,,SBI,,"3,230.00",,Banking & Financial Services,34,,,,,0.09,,MBS1877,birla-sl-emer-leaders-sr-4-dp
35,,0.67,,,VIP Industries,,"3,859.00",,Manufacturing,35,,,,,0.07,,MBS1877,birla-sl-emer-leaders-sr-4-dp
36,,0.61,,,Satin Credit,,"2,350.00",,Miscellaneous,36,,,,,0.06,,MBS1877,birla-sl-emer-leaders-sr-4-dp
37,,0.22,,,Cummins,,253,,Engineering & Capital Goods,37,,,,,0.02,,MBS1877,birla-sl-emer-leaders-sr-4-dp
0,,6.82,,,HPCL,,"308,277.00",,Oil & Gas,0,,,,,10.47,,MBS1875,birla-sl-emer-leaders-sr-4-rp
1,,6.31,,,UPL,,"115,298.00",,Chemicals,1,,,,,9.69,,MBS1875,birla-sl-emer-leaders-sr-4-rp
2,,5.6,,,L&T Finance,,"598,424.00",,Banking & Financial Services,2,,,,,8.6,,MBS1875,birla-sl-emer-leaders-sr-4-rp
3,,5.12,,,IOC,,"204,268.00",,Oil & Gas,3,,,,,7.86,,MBS1875,birla-sl-emer-leaders-sr-4-rp
4,,4.91,,,ICICI Bank,,"259,903.00",,Banking & Financial Services,4,,,,,7.54,,MBS1875,birla-sl-emer-leaders-sr-4-rp
5,,4.15,,,Guj Flourochem,,"86,258.00",,Chemicals,5,,,,,6.37,,MBS1875,birla-sl-emer-leaders-sr-4-rp
6,,3.95,,,IGL,,"57,217.00",,Oil & Gas,6,,,,,6.07,,MBS1875,birla-sl-emer-leaders-sr-4-rp
7,,3.89,,,India Cements,,"302,685.00",,Cement & Construction,7,,,,,5.97,,MBS1875,birla-sl-emer-leaders-sr-4-rp
8,,3.88,,,Chennai Petro,,"168,380.00",,Oil & Gas,8,,,,,5.96,,MBS1875,birla-sl-emer-leaders-sr-4-rp
9,,3.85,,,Atul,,"24,377.00",,Chemicals,9,,,,,5.91,,MBS1875,birla-sl-emer-leaders-sr-4-rp
10,,3.24,,,KPR Mill,,"60,668.00",,Manufacturing,10,,,,,4.98,,MBS1875,birla-sl-emer-leaders-sr-4-rp
11,,3.17,,,Arvind,,"135,181.00",,Manufacturing,11,,,,,4.87,,MBS1875,birla-sl-emer-leaders-sr-4-rp
12,,2.91,,,Dalmia Bharat,,"18,116.00",,Cement & Construction,12,,,,,4.47,,MBS1875,birla-sl-emer-leaders-sr-4-rp
13,,2.8,,,Muthoot Finance,,"94,571.00",,Banking & Financial Services,13,,,,,4.3,,MBS1875,birla-sl-emer-leaders-sr-4-rp
14,,2.71,,,PNB,,"303,425.00",,Banking & Financial Services,14,,,,,4.16,,MBS1875,birla-sl-emer-leaders-sr-4-rp
15,,2.54,,,Repco Home,,"47,321.00",,Banking & Financial Services,15,,,,,3.9,,MBS1875,birla-sl-emer-leaders-sr-4-rp
16,,2.16,,,BPCL,,"51,912.00",,Oil & Gas,16,,,,,3.32,,MBS1875,birla-sl-emer-leaders-sr-4-rp
17,,2.15,,,Minda Corp,,"302,339.00",,Automotive,17,,,,,3.3,,MBS1875,birla-sl-emer-leaders-sr-4-rp
18,,2.14,,,Birla Corp,,"37,879.00",,Cement & Construction,18,,,,,3.29,,MBS1875,birla-sl-emer-leaders-sr-4-rp
19,,2.05,,,DCB Bank,,"158,588.00",,Banking & Financial Services,19,,,,,3.15,,MBS1875,birla-sl-emer-leaders-sr-4-rp
20,,1.97,,,Shriram Trans,,"30,266.00",,Banking & Financial Services,20,,,,,3.03,,MBS1875,birla-sl-emer-leaders-sr-4-rp
21,,1.82,,,Blue Star,,"46,533.00",,Consumer Durables,21,,,,,2.79,,MBS1875,birla-sl-emer-leaders-sr-4-rp
22,,1.78,,,Thomas Cook,,"110,017.00",,Miscellaneous,22,,,,,2.73,,MBS1875,birla-sl-emer-leaders-sr-4-rp
23,,1.76,,,DLF,,"141,723.00",,Retail & Real Estate,23,,,,,2.7,,MBS1875,birla-sl-emer-leaders-sr-4-rp
24,,1.74,,,Pennar Eng,,"205,534.00",,Miscellaneous,24,,,,,2.67,,MBS1875,birla-sl-emer-leaders-sr-4-rp
25,,1.7,,,IDFC,,"472,065.00",,Banking & Financial Services,25,,,,,2.61,,MBS1875,birla-sl-emer-leaders-sr-4-rp
26,,1.7,,,Mahanagar Gas,,"26,404.00",,Oil & Gas,26,,,,,2.61,,MBS1875,birla-sl-emer-leaders-sr-4-rp
27,,1.35,,,Shemaroo Ent,,"56,295.00",,Media & Entertainment,27,,,,,2.07,,MBS1875,birla-sl-emer-leaders-sr-4-rp
28,,1.29,,,Laurus Labs,,"32,242.00",,Pharmaceuticals,28,,,,,1.98,,MBS1875,birla-sl-emer-leaders-sr-4-rp
29,,1.12,,,Heidelberg Cem,,"137,645.00",,Cement & Construction,29,,,,,1.72,,MBS1875,birla-sl-emer-leaders-sr-4-rp
30,,1.11,,,Canara Bank,,"51,809.00",,Banking & Financial Services,30,,,,,1.7,,MBS1875,birla-sl-emer-leaders-sr-4-rp
31,,1.06,,,Ambuja Cements,,"66,209.00",,Cement & Construction,31,,,,,1.63,,MBS1875,birla-sl-emer-leaders-sr-4-rp
32,,1.04,,,TeamLease Ser.,,"11,876.00",,Miscellaneous,32,,,,,1.6,,MBS1875,birla-sl-emer-leaders-sr-4-rp
33,,1.04,,,GNFC,,"59,468.00",,Chemicals,33,,,,,1.6,,MBS1875,birla-sl-emer-leaders-sr-4-rp
34,,0.84,,,SBI,,"47,146.00",,Banking & Financial Services,34,,,,,1.29,,MBS1875,birla-sl-emer-leaders-sr-4-rp
35,,0.67,,,VIP Industries,,"56,329.00",,Manufacturing,35,,,,,1.03,,MBS1875,birla-sl-emer-leaders-sr-4-rp
36,,0.61,,,Satin Credit,,"34,299.00",,Miscellaneous,36,,,,,0.94,,MBS1875,birla-sl-emer-leaders-sr-4-rp
37,,0.22,,,Cummins,,"3,700.00",,Engineering & Capital Goods,37,,,,,0.34,,MBS1875,birla-sl-emer-leaders-sr-4-rp
0,,5.04,,,UPL,,588,,Chemicals,0,,,,,0.05,,MBS1997,birla-sl-emer-leaders-sr-5-dp
1,,3.98,,,Chennai Petro,,"1,102.00",,Oil & Gas,1,,,,,0.04,,MBS1997,birla-sl-emer-leaders-sr-5-dp
2,,3.96,,,Muthoot Finance,,854,,Banking & Financial Services,2,,,,,0.04,,MBS1997,birla-sl-emer-leaders-sr-5-dp
3,,3.35,,,J Kumar Infra,,"1,104.00",,Cement & Construction,3,,,,,0.03,,MBS1997,birla-sl-emer-leaders-sr-5-dp
4,,3.28,,,Endurance Techn,,366,,Automotive,4,,,,,0.03,,MBS1997,birla-sl-emer-leaders-sr-5-dp
